condition,time_sec,luminance_mean,visual_change,cut_event,flash_proxy,audio_rms_proxy,audio_derivative_proxy,cue_on,cue_value,cue_phase_sin,cue_phase_cos,als_start_pulse
override,146.25,76.888,0.09,0,0,0.084393,0,0,0,-1.0,-0.0,0
override,146.5,76.451,0.08978,0,0,0.083853,0,0,0,-0.866025,0.5,0
override,146.75,76.009,0.08913,0,0,0.083343,0,0,0,-0.5,0.866025,0
override,147.0,75.562,0.08804,0,0,0.082865,0,1,3,0.0,1.0,0
override,147.25,75.112,0.08654,0,0,0.08242,0,1,3,0.5,0.866025,0
override,147.5,74.659,0.08464,0,0,0.08201,0,1,3,0.866025,0.5,0
override,147.75,74.202,0.08236,0,0,0.081635,0,1,3,1.0,0.0,0
override,148.0,73.742,0.07973,0,0,0.081297,0,0,0,0.866025,-0.5,0
override,148.25,73.28,0.07677,0,0,0.080996,0,0,0,0.5,-0.866025,0
override,148.5,72.816,0.07351,0,0,0.080734,0,0,0,0.0,-1.0,0
override,148.75,72.349,0.07,0,0,0.080511,0,0,0,-0.5,-0.866025,0
override,149.0,71.882,0.06627,0,0,0.080328,0,0,0,-0.866025,-0.5,0
override,149.25,71.412,0.06236,0,0,0.080185,0,0,0,-1.0,-0.0,0
override,149.5,70.942,0.05832,0,0,0.080082,0,0,0,-0.866025,0.5,0
override,149.75,70.471,0.05418,0,0,0.080021,0,0,0,-0.5,0.866025,0
override,150.0,70.0,0.05,0,0,0.08,0,1,1,0.0,1.0,0
override,150.25,69.529,0.05418,0,0,0.080021,0,1,1,0.5,0.866025,0
override,150.5,69.058,0.05832,0,0,0.080082,0,1,1,0.866025,0.5,0
override,150.75,68.588,0.06236,0,0,0.080185,0,1,1,1.0,0.0,0
override,151.0,68.118,0.06627,0,0,0.080328,0,0,0,0.866025,-0.5,0
override,151.25,67.651,0.07,0,0,0.080511,0,0,0,0.5,-0.866025,0
override,151.5,67.184,0.07351,0,0,0.080734,0,0,0,0.0,-1.0,0
override,151.75,66.72,0.07677,0,0,0.080996,0,0,0,-0.5,-0.866025,0
override,152.0,66.258,0.07973,0,0,0.081297,0,0,0,-0.866025,-0.5,0
override,152.25,65.798,0.08236,0,0,0.081635,0,0,0,-1.0,-0.0,0
override,152.5,65.341,0.08464,0,0,0.08201,0,0,0,-0.866025,0.5,0
override,152.75,64.888,0.08654,0,0,0.08242,0,0,0,-0.5,0.866025,0
override,153.0,64.438,0.08804,0,0,0.082865,0,1,5,0.0,1.0,0
override,153.25,63.991,0.08913,0,0,0.083343,0,1,5,0.5,0.866025,0
override,153.5,63.549,0.08978,0,0,0.083853,0,1,5,0.866025,0.5,0
override,153.75,63.112,0.09,0,0,0.084393,0,1,5,1.0,0.0,0
override,154.0,62.679,0.08978,0,0,0.084963,0,0,0,0.866025,-0.5,0
override,154.25,62.251,0.08913,0,0,0.08556,0,0,0,0.5,-0.866025,0
override,154.5,61.828,0.08804,0,0,0.086183,0,0,0,0.0,-1.0,0
override,154.75,61.411,0.08654,0,0,0.08683,0,0,0,-0.5,-0.866025,0
override,155.0,61.0,0.08464,0,0,0.0875,0,0,0,-0.866025,-0.5,0
override,155.25,60.595,0.08236,0,0,0.08819,0,0,0,-1.0,-0.0,0
override,155.5,60.196,0.07973,0,0,0.088899,0,0,0,-0.866025,0.5,0
override,155.75,59.805,0.07677,0,0,0.089624,0,0,0,-0.5,0.866025,0
override,156.0,59.42,0.07351,0,0,0.090365,0,1,7,0.0,1.0,0
override,156.25,59.042,0.07,0,0,0.091118,0,1,7,0.5,0.866025,0
override,156.5,58.672,0.06627,0,0,0.091881,0,1,7,0.866025,0.5,0
override,156.75,58.31,0.06236,0,0,0.092653,0,1,7,1.0,0.0,0
override,157.0,57.956,0.05832,0,0,0.093432,0,0,0,0.866025,-0.5,0
override,157.25,57.61,0.05418,0,0,0.094215,0,0,0,0.5,-0.866025,0
override,157.5,57.272,0.05,0,0,0.095,0,0,0,0.0,-1.0,0
override,157.75,56.943,0.05418,0,0,0.095785,0,0,0,-0.5,-0.866025,0
override,158.0,56.623,0.05832,0,0,0.096568,0,0,0,-0.866025,-0.5,0
override,158.25,56.313,0.06236,0,0,0.097347,0,0,0,-1.0,-0.0,0
override,158.5,56.011,0.06627,0,0,0.098119,0,0,0,-0.866025,0.5,0
override,158.75,55.72,0.07,0,0,0.098882,0,0,0,-0.5,0.866025,0
override,159.0,55.438,0.07351,0,0,0.099635,0,1,10,0.0,1.0,0
override,159.25,55.166,0.07677,0,0,0.100376,0,1,10,0.5,0.866025,0
override,159.5,54.904,0.07973,0,0,0.101101,0,1,10,0.866025,0.5,0
override,159.75,54.652,0.08236,0,0,0.10181,0,1,10,1.0,0.0,0
override,160.0,54.412,0.08464,0,0,0.1025,0,0,0,0.866025,-0.5,0
override,160.25,54.181,0.08654,0,0,0.10317,0,0,0,0.5,-0.866025,0
override,160.5,53.962,0.08804,0,0,0.103817,0,0,0,0.0,-1.0,0
override,160.75,53.753,0.08913,0,0,0.10444,0,0,0,-0.5,-0.866025,0
override,161.0,53.556,0.08978,0,0,0.105037,0,0,0,-0.866025,-0.5,0
override,161.25,53.37,0.09,0,0,0.105607,0,0,0,-1.0,-0.0,0
override,161.5,53.196,0.08978,0,0,0.106147,0,0,0,-0.866025,0.5,0
override,161.75,53.032,0.08913,0,0,0.106657,0,0,0,-0.5,0.866025,0
override,162.0,52.881,0.08804,0,0,0.107135,0,1,6,0.0,1.0,0
override,162.25,52.741,0.08654,0,0,0.10758,0,1,6,0.5,0.866025,0
override,162.5,52.613,0.08464,0,0,0.10799,0,1,6,0.866025,0.5,0
override,162.75,52.497,0.08236,0,0,0.108365,0,1,6,1.0,0.0,0
override,163.0,52.393,0.07973,0,0,0.108703,0,0,0,0.866025,-0.5,0
override,163.25,52.301,0.07677,0,0,0.109004,0,0,0,0.5,-0.866025,0
override,163.5,52.222,0.07351,0,0,0.109266,0,0,0,0.0,-1.0,0
override,163.75,52.154,0.07,0,0,0.109489,0,0,0,-0.5,-0.866025,0
override,164.0,52.099,0.06627,0,0,0.109672,0,0,0,-0.866025,-0.5,0
override,164.25,52.055,0.06236,0,0,0.109815,0,0,0,-1.0,-0.0,0
override,164.5,52.025,0.05832,0,0,0.109918,0,0,0,-0.866025,0.5,0
override,164.75,52.006,0.05418,0,0,0.109979,0,0,0,-0.5,0.866025,0
override,165.0,52.0,0.05,0,0,0.11,0,1,9,0.0,1.0,0
override,165.25,52.006,0.05418,0,0,0.109979,0,1,9,0.5,0.866025,0
override,165.5,52.025,0.05832,0,0,0.109918,0,1,9,0.866025,0.5,0
override,165.75,52.055,0.06236,0,0,0.109815,0,1,9,1.0,0.0,0
override,166.0,52.099,0.06627,0,0,0.109672,0,0,0,0.866025,-0.5,0
override,166.25,52.154,0.07,0,0,0.109489,0,0,0,0.5,-0.866025,0
override,166.5,52.222,0.07351,0,0,0.109266,0,0,0,0.0,-1.0,0
override,166.75,52.301,0.07677,0,0,0.109004,0,0,0,-0.5,-0.866025,0
override,167.0,52.393,0.07973,0,0,0.108703,0,0,0,-0.866025,-0.5,0
override,167.25,52.497,0.08236,0,0,0.108365,0,0,0,-1.0,-0.0,0
override,167.5,52.613,0.08464,0,0,0.10799,0,0,0,-0.866025,0.5,0
override,167.75,52.741,0.08654,0,0,0.10758,0,0,0,-0.5,0.866025,0
override,168.0,52.881,0.08804,0,0,0.107135,0,1,9,0.0,1.0,0
override,168.25,53.032,0.08913,0,0,0.106657,0,1,9,0.5,0.866025,0
override,168.5,53.196,0.08978,0,0,0.106147,0,1,9,0.866025,0.5,0
override,168.75,53.37,0.09,0,0,0.105607,0,1,9,1.0,0.0,0
override,169.0,53.556,0.08978,0,0,0.105037,0,0,0,0.866025,-0.5,0
override,169.25,53.753,0.08913,0,0,0.10444,0,0,0,0.5,-0.866025,0
override,169.5,53.962,0.08804,0,0,0.103817,0,0,0,0.0,-1.0,0
override,169.75,54.181,0.08654,0,0,0.10317,0,0,0,-0.5,-0.866025,0
override,170.0,54.412,0.08464,0,0,0.1025,0,0,0,-0.866025,-0.5,0
override,170.25,54.652,0.08236,0,0,0.10181,0,0,0,-1.0,-0.0,0
override,170.5,54.904,0.07973,0,0,0.101101,0,0,0,-0.866025,0.5,0
override,170.75,55.166,0.07677,0,0,0.100376,0,0,0,-0.5,0.866025,0
override,171.0,55.438,0.07351,0,0,0.099635,0,1,2,0.0,1.0,0
override,171.25,55.72,0.07,0,0,0.098882,0,1,2,0.5,0.866025,0
override,171.5,56.011,0.06627,0,0,0.098119,0,1,2,0.866025,0.5,0
override,171.75,56.313,0.06236,0,0,0.097347,0,1,2,1.0,0.0,0
override,172.0,56.623,0.05832,0,0,0.096568,0,0,0,0.866025,-0.5,0
override,172.25,56.943,0.05418,0,0,0.095785,0,0,0,0.5,-0.866025,0
override,172.5,57.272,0.05,0,0,0.095,0,0,0,0.0,-1.0,0
override,172.75,57.61,0.05418,0,0,0.094215,0,0,0,-0.5,-0.866025,0
override,173.0,57.956,0.05832,0,0,0.093432,0,0,0,-0.866025,-0.5,0
override,173.25,58.31,0.06236,0,0,0.092653,0,0,0,-1.0,-0.0,0
override,173.5,58.672,0.06627,0,0,0.091881,0,0,0,-0.866025,0.5,0
override,173.75,59.042,0.07,0,0,0.091118,0,0,0,-0.5,0.866025,0
override,174.0,59.42,0.07351,0,0,0.090365,0,1,9,0.0,1.0,0
override,174.25,59.805,0.07677,0,0,0.089624,0,1,9,0.5,0.866025,0
override,174.5,60.196,0.07973,0,0,0.088899,0,1,9,0.866025,0.5,0
override,174.75,60.595,0.08236,0,0,0.08819,0,1,9,1.0,0.0,0
override,175.0,61.0,0.08464,0,0,0.0875,0,0,0,0.866025,-0.5,0
override,175.25,61.411,0.08654,0,0,0.08683,0,0,0,0.5,-0.866025,0
override,175.5,61.828,0.08804,0,0,0.086183,0,0,0,0.0,-1.0,0
override,175.75,62.251,0.08913,0,0,0.08556,0,0,0,-0.5,-0.866025,0
override,176.0,62.679,0.08978,0,0,0.084963,0,0,0,-0.866025,-0.5,0
override,176.25,63.112,0.09,0,0,0.084393,0,0,0,-1.0,-0.0,0
override,176.5,63.549,0.08978,0,0,0.083853,0,0,0,-0.866025,0.5,0
override,176.75,63.991,0.08913,0,0,0.083343,0,0,0,-0.5,0.866025,0
override,177.0,64.438,0.08804,0,0,0.082865,0,1,1,0.0,1.0,0
override,177.25,64.888,0.08654,0,0,0.08242,0,1,1,0.5,0.866025,0
override,177.5,65.341,0.08464,0,0,0.08201,0,1,1,0.866025,0.5,0
override,177.75,65.798,0.08236,0,0,0.081635,0,1,1,1.0,0.0,0
override,178.0,66.258,0.07973,0,0,0.081297,0,0,0,0.866025,-0.5,0
override,178.25,66.72,0.07677,0,0,0.080996,0,0,0,0.5,-0.866025,0
override,178.5,67.184,0.07351,0,0,0.080734,0,0,0,0.0,-1.0,0
override,178.75,67.651,0.07,0,0,0.080511,0,0,0,-0.5,-0.866025,0
override,179.0,68.118,0.06627,0,0,0.080328,0,0,0,-0.866025,-0.5,0
override,179.25,68.588,0.06236,0,0,0.080185,0,0,0,-1.0,-0.0,0
override,179.5,69.058,0.05832,0,0,0.080082,0,0,0,-0.866025,0.5,0
override,179.75,69.529,0.05418,0,0,0.080021,0,0,0,-0.5,0.866025,0
